0,2654.2080000000005
1,3222.674078129874
2,3789.0392764585022
3,4351.0675655968871
4,4906.5394725272372
5,5453.2608453904249
6,5989.0715205283541
7,6511.8538575458588
8,7019.5411086691429
9,7510.1255893233847
10,7981.6666176284407
11,8432.2981914156007
12,8860.2363723966009
13,9263.7863482642915
14,9641.3491447685028
15,9991.4279611850343
16,10312.634104075836
17,10603.69249581756
18,10863.446736048469
19,11090.863695942786
20,11285.037627060718
21,11445.193768433759
22,11570.691437521526
23,11661.026592709937
24,11715.833857103549
25,11734.887995488523
26,11718.104838499376
27,11665.541650202962
28,11577.396937509318
29,11454.009702021833
30,11295.858137140092
31,11103.557775419335
32,10877.859093361587
33,10619.644582956984
34,10329.925301401105
35,10009.836912476636
36,9660.6352350976995
37,9283.6913164643811
38,8880.486049155812
39,8452.6043532952135
40,8001.7289466424299
41,7529.6337271016273
42,7038.1767936679425
43,6529.2931332706039
44,6004.9870022954792
45,5467.3240327827252
46,4918.4230943891562
47,4360.4479441769754
48,3795.598697136038
49,3226.1031510624634
50,2654.2080000000014
51,2082.1699708986816
52,1512.2469184572228
53,946.68891328937536
54,387.72935858953275
55,-162.42382963079729
56,-701.59694390614607
57,-1227.6590738302207
58,-1738.5305277850268
59,-2232.1910546018808
60,-2706.6878326517517
61,-3160.1431947720471
62,-3590.7620584720021
63,-3996.8390320144799
64,-4376.7651682439509
65,-4729.0343394140336
66,-5052.2492077571414
67,-5345.1267681282625
68,-5606.5034407381818
69,-5835.3396937617408
70,-6030.7241774575814
71,-6191.8773533592166
72,-6318.1546040864814
73,-6409.0488113727233
74,-6464.1923919992714
75,-6483.3587834657701
76,-6466.4633733951014
77,-6413.5638688657491
78,-6324.860104074276
79,-6200.6932869472876
80,-6041.5446875369544
81,-5848.0337732382923
82,-5620.9157980513037
83,-5361.078855267684
84,-5069.5404050824072
85,-4747.4432907056344
86,-4396.0512585731503
87,-4016.7440002145759
88,-3611.0117352312172
89,-3180.4493566516558
90,-2726.7501616657464
91,-2251.6991923801261
92,-1757.1662127838354
93,-1245.0983495549692
94,-717.51242567326778
95,-176.48701702309958
96,375.84573672760996
97,937.30853470928821
98,1505.6874977796863
99,2078.740897966095
100,2654.2080000000005
101,3229.8179800727648
102,3803.298886627053
103,4372.38660782436
104,4934.8338102937032
105,5488.4188138711725
106,6030.9543672839391
107,6560.2962901145893
108,7074.3519469009107
109,7571.0885198803808
110,8048.5410476750694
111,8504.8201981284928
112,8938.1197445474081
113,9346.723715764665
114,9729.0131917193976
115,10083.472717643032
116,10408.696311438442
117,10703.393040438967
118,10966.392145427893
119,11196.647691580694
120,11393.242727854444
121,11555.392938284673
122,11682.449770651438
123,11773.903030035512
124,11829.382926894996
125,11848.661571443017
126,11831.653908290826
127,11778.418087528536
128,11689.155270639234
129,11564.208871872745
130,11404.063237933815
131,11209.341771057247
132,10980.804502741012
133,10719.345127578386
134,10425.987508763708
135,10101.881668934631
136,9748.2992820485943
137,9366.6286839647564
138,8958.3694213066192
139,8525.1263600081038
